### Processor allocation levels: 0 250 500 750 1000 1250 1500 1750 2000 2250 
### Memory allocation levels: 0 1024 2048 3072 
### Stage 0 results
blnd hs hvs in jug1 jug2 nr se vs mem1 mem2 mem3 area wl mttf
250 250 500 250 500 250 250 250 500 1024 1024 1024 59.1488 51.7555 11.0451
250 250 250 500 500 250 250 250 500 1024 1024 1024 59.1488 59.5925 10.9084
500 250 250 250 250 500 250 250 500 1024 1024 1024 59.1488 60.2865 11.3567
250 500 250 250 250 500 250 250 500 1024 1024 1024 59.1488 66.0555 11.3683
250 250 500 250 250 500 250 250 500 1024 1024 1024 59.1488 57.1965 11.038
250 250 250 500 250 500 250 250 500 1024 1024 1024 59.1488 63.0645 10.9313
250 250 250 250 500 500 250 250 500 1024 1024 1024 59.1488 51.2845 11.0372
500 250 250 250 250 250 500 250 500 1024 1024 1024 59.1488 76.4975 11.3235
250 500 250 250 250 250 500 250 500 1024 1024 1024 59.1488 57.4635 11.3326
250 250 500 250 250 250 500 250 500 1024 1024 1024 59.1488 50.7955 11.0431
250 250 250 500 250 250 500 250 500 1024 1024 1024 59.1488 66.8745 10.9388
250 250 250 250 500 250 500 250 500 1024 1024 1024 59.1488 50.0415 11.0403
250 250 250 250 250 500 500 250 500 1024 1024 1024 59.1488 49.2735 11.0377
500 250 250 250 250 250 250 500 500 1024 1024 1024 59.1488 51.9485 11.3786
250 500 250 250 250 250 250 500 500 1024 1024 1024 59.1488 51.7415 11.3784
250 250 500 250 250 250 250 500 500 1024 1024 1024 59.1488 46.8615 11.37
250 250 250 500 250 250 250 500 500 1024 1024 1024 59.1488 52.1075 11.2099
250 250 250 250 500 250 250 500 500 1024 1024 1024 59.1488 60.0725 11.37
250 250 250 250 250 500 250 500 500 1024 1024 1024 59.1488 49.1905 11.3303
250 250 250 250 250 250 500 500 500 1024 1024 1024 59.1488 49.2485 11.2695
*** 500 250 250 250 250 250 500 500 250 1024 1024 1024 59.1488 61.6795 11.5966
###     1000 MIPS
500 500 250 250 250 250 500 500 250 1024 1024 1024 59.6097 65.3955 11.8183
500 250 500 250 250 250 500 500 250 1024 1024 1024 59.6097 75.7255 11.7914
500 250 250 500 250 250 500 500 250 1024 1024 1024 59.6097 72.6925 11.7633
500 250 250 250 500 250 500 500 250 1024 1024 1024 59.6097 59.4295 11.7559
500 250 250 250 250 500 500 500 250 1024 1024 1024 59.6097 58.6675 11.7606
500 250 250 250 250 250 500 500 500 1024 1024 1024 59.6097 50.0975 11.7392
*** 500 500 250 250 250 250 500 500 250 1024 1024 1024 59.6097 65.3955 11.8183
###     1250 MIPS
500 500 500 250 250 250 500 500 250 1024 1024 1024 62.2301 44.8425 11.9726
500 500 250 500 250 250 500 500 250 1024 1024 1024 62.2301 58.6395 11.9473
500 500 250 250 500 250 500 500 250 1024 1024 1024 62.2301 61.6655 11.9503
500 500 250 250 250 500 500 500 250 1024 1024 1024 62.2301 57.6035 11.9797
500 500 250 250 250 250 500 500 500 1024 1024 1024 62.2301 61.2105 11.9455
*** 500 500 250 250 250 500 500 500 250 1024 1024 1024 62.2301 57.6035 11.9797
###     1500 MIPS
500 500 500 250 250 500 500 500 250 1024 1024 1024 63.5169 52.3575 12.2083
500 500 250 500 250 500 500 500 250 1024 1024 1024 63.5169 58.0655 12.198
500 500 250 250 500 500 500 500 250 1024 1024 1024 63.5169 62.3155 12.0789
500 500 250 250 250 500 500 500 500 1024 1024 1024 63.5169 68.0675 12.085
*** 500 500 500 250 250 500 500 500 250 1024 1024 1024 63.5169 52.3575 12.2083
###     1750 MIPS
500 500 500 500 250 500 500 500 250 1024 1024 1024 63.9618 87.7645 12.2643
500 500 500 250 500 500 500 500 250 1024 1024 1024 63.9618 63.1165 12.2654
500 500 500 250 250 500 500 500 500 1024 1024 1024 63.9618 61.3755 12.2854
*** 500 500 500 250 250 500 500 500 500 1024 1024 1024 63.9618 61.3755 12.2854
###     2000 MIPS
500 500 500 500 250 500 500 500 500 1024 1024 1024 66.9773 102.458 12.3319
500 500 500 250 500 500 500 500 500 1024 1024 1024 66.9773 67.3245 12.2818
*** 500 500 500 500 250 500 500 500 500 1024 1024 1024 66.9773 102.458 12.3319
###     2250 MIPS
500 500 500 500 500 500 500 500 500 1024 1024 1024 68.6552 117.785 12.2707
*** 500 500 500 500 500 500 500 500 500 1024 1024 1024 68.6552 117.785 12.2707
###   123 designs explored so far
### Stage 2 results
###   500 MIPS / 1024 KB
500 500 250 250 250 250 250 250 250 2048 1024 1024 67.7422 65.822 11.2603
500 250 500 250 250 250 250 250 250 2048 1024 1024 67.7422 49.771 11.0535
250 500 500 250 250 250 250 250 250 2048 1024 1024 67.7422 89.34 11.282
500 250 250 500 250 250 250 250 250 2048 1024 1024 67.7422 60.26 10.7825
250 500 250 500 250 250 250 250 250 2048 1024 1024 67.7422 74.694 11.0224
250 250 500 500 250 250 250 250 250 2048 1024 1024 67.7422 91.859 10.8068
500 250 250 250 500 250 250 250 250 2048 1024 1024 67.7422 57.382 11.27
250 500 250 250 500 250 250 250 250 2048 1024 1024 67.7422 71.704 11.4541
250 250 500 250 500 250 250 250 250 2048 1024 1024 68.5739 57.364 11.0155
250 250 250 500 500 250 250 250 250 2048 1024 1024 67.7422 84.305 10.772
500 250 250 250 250 500 250 250 250 2048 1024 1024 68.55 82.013 11.0527
250 500 250 250 250 500 250 250 250 2048 1024 1024 67.7422 61.558 11.2724
250 250 500 250 250 500 250 250 250 2048 1024 1024 67.7422 68.887 11.0093
250 250 250 500 250 500 250 250 250 2048 1024 1024 67.7422 85.395 10.8265
250 250 250 250 500 500 250 250 250 2048 1024 1024 68.55 94.102 11.0151
500 250 250 250 250 250 500 250 250 2048 1024 1024 67.7422 85.205 11.2473
250 500 250 250 250 250 500 250 250 2048 1024 1024 67.7422 70.084 11.471
250 250 500 250 250 250 500 250 250 2048 1024 1024 67.7422 93.234 11.0109
250 250 250 500 250 250 500 250 250 2048 1024 1024 67.7422 58.037 10.8578
250 250 250 250 500 250 500 250 250 2048 1024 1024 67.7422 54.542 11.2113
250 250 250 250 250 500 500 250 250 2048 1024 1024 67.7422 67.45 11.0063
500 250 250 250 250 250 250 500 250 2048 1024 1024 67.7422 78.589 11.2591
250 500 250 250 250 250 250 500 250 2048 1024 1024 68.55 83.734 11.2626
250 250 500 250 250 250 250 500 250 2048 1024 1024 67.7422 83.809 11.0612
250 250 250 500 250 250 250 500 250 2048 1024 1024 67.7422 66.391 10.8513
250 250 250 250 500 250 250 500 250 2048 1024 1024 67.7422 68.243 11.23
250 250 250 250 250 500 250 500 250 2048 1024 1024 67.7422 55.296 11.0539
250 250 250 250 250 250 500 500 250 2048 1024 1024 67.7422 56.078 11.2641
500 250 250 250 250 250 250 250 500 2048 1024 1024 67.7422 78.476 11.2634
250 500 250 250 250 250 250 250 500 2048 1024 1024 68.55 106.242 11.4359
250 250 500 250 250 250 250 250 500 2048 1024 1024 67.7422 55.296 11.0129
250 250 250 500 250 250 250 250 500 2048 1024 1024 67.7422 90.816 10.73
250 250 250 250 500 250 250 250 500 2048 1024 1024 67.7422 59.844 11.2106
250 250 250 250 250 500 250 250 500 2048 1024 1024 67.7422 60.082 11.0096
250 250 250 250 250 250 500 250 500 2048 1024 1024 67.7422 62.906 11.2023
250 250 250 250 250 250 250 500 500 2048 1024 1024 67.7422 68.391 11.266
500 500 250 250 250 250 250 250 250 1024 2048 1024 67.7422 55.846 11.2625
500 250 500 250 250 250 250 250 250 1024 2048 1024 67.7422 54.31 11.2314
250 500 500 250 250 250 250 250 250 1024 2048 1024 67.7422 53.76 11.278
500 250 250 500 250 250 250 250 250 1024 2048 1024 67.7422 77.076 10.7816
250 500 250 500 250 250 250 250 250 1024 2048 1024 67.7422 84.073 10.8217
250 250 500 500 250 250 250 250 250 1024 2048 1024 67.7422 68.4 10.5848
500 250 250 250 500 250 250 250 250 1024 2048 1024 68.55 76.125 11.2553
250 500 250 250 500 250 250 250 250 1024 2048 1024 67.7422 71.542 11.2753
250 250 500 250 500 250 250 250 250 1024 2048 1024 67.7422 74.873 10.8133
250 250 250 500 500 250 250 250 250 1024 2048 1024 68.55 62.911 10.5305
500 250 250 250 250 500 250 250 250 1024 2048 1024 67.7422 59.646 11.2508
250 500 250 250 250 500 250 250 250 1024 2048 1024 67.7422 59.856 11.2684
250 250 500 250 250 500 250 250 250 1024 2048 1024 67.7422 78.408 10.8072
250 250 250 500 250 500 250 250 250 1024 2048 1024 68.55 70.897 10.5873
250 250 250 250 500 500 250 250 250 1024 2048 1024 67.7422 53.76 10.8129
500 250 250 250 250 250 500 250 250 1024 2048 1024 67.7422 56.222 11.0514
250 500 250 250 250 250 500 250 250 1024 2048 1024 67.7422 63.304 11.0729
250 250 500 250 250 250 500 250 250 1024 2048 1024 67.7422 67.039 10.8087
250 250 250 500 250 250 500 250 250 1024 2048 1024 67.7422 56.05 10.6556
250 250 250 250 500 250 500 250 250 1024 2048 1024 67.7422 96.871 10.8132
250 250 250 250 250 500 500 250 250 1024 2048 1024 67.7422 99.735 10.8041
500 250 250 250 250 250 250 500 250 1024 2048 1024 67.7422 98.236 11.2614
250 500 250 250 250 250 250 500 250 1024 2048 1024 67.7422 81.029 11.2648
250 250 500 250 250 250 250 500 250 1024 2048 1024 67.7422 65.364 11.2594
250 250 250 500 250 250 250 500 250 1024 2048 1024 68.685 51.291 10.8556
250 250 250 250 500 250 250 500 250 1024 2048 1024 67.7422 80.401 11.2322
250 250 250 250 250 500 250 500 250 1024 2048 1024 67.7422 97.853 11.252
250 250 250 250 250 250 500 500 250 1024 2048 1024 67.7422 85.786 11.047
500 250 250 250 250 250 250 250 500 1024 2048 1024 67.7422 81.495 11.2439
250 500 250 250 250 250 250 250 500 1024 2048 1024 67.7422 72.87 11.236
250 250 500 250 250 250 250 250 500 1024 2048 1024 68.5739 55.8 10.8107
250 250 250 500 250 250 250 250 500 1024 2048 1024 67.7422 75.367 10.5693
250 250 250 250 500 250 250 250 500 1024 2048 1024 67.7422 58.308 10.8125
250 250 250 250 250 500 250 250 500 1024 2048 1024 68.55 102.442 10.8074
250 250 250 250 250 250 500 250 500 1024 2048 1024 67.7422 65.562 10.8041
250 250 250 250 250 250 250 500 500 1024 2048 1024 68.5739 63.437 11.247
500 500 250 250 250 250 250 250 250 1024 1024 2048 67.7422 53.592 11.2625
500 250 500 250 250 250 250 250 250 1024 1024 2048 68.685 64.221 11.2314
250 500 500 250 250 250 250 250 250 1024 1024 2048 67.7422 61.193 11.278
500 250 250 500 250 250 250 250 250 1024 1024 2048 67.7422 98.169 10.7994
250 500 250 500 250 250 250 250 250 1024 1024 2048 67.7422 77.705 10.8173
250 250 500 500 250 250 250 250 250 1024 1024 2048 67.7422 80.599 10.5669
500 250 250 250 500 250 250 250 250 1024 1024 2048 67.7422 71.074 11.2723
250 500 250 250 500 250 250 250 250 1024 1024 2048 67.7422 61.611 11.2371
250 250 500 250 500 250 250 250 250 1024 1024 2048 67.7422 77.758 10.8133
250 250 250 500 500 250 250 250 250 1024 1024 2048 67.7422 83.629 10.4936
500 250 250 250 250 500 250 250 250 1024 1024 2048 67.7422 69.64 11.2508
250 500 250 250 250 500 250 250 250 1024 1024 2048 67.7422 75.563 11.2472
250 250 500 250 250 500 250 250 250 1024 1024 2048 67.7422 85.629 10.8072
250 250 250 500 250 500 250 250 250 1024 1024 2048 67.7422 76.807 10.6251
250 250 250 250 500 500 250 250 250 1024 1024 2048 68.55 102.945 10.8129
500 250 250 250 250 250 500 250 250 1024 1024 2048 67.7422 88.638 11.0514
250 500 250 250 250 250 500 250 250 1024 1024 2048 68.55 90.313 11.0729
250 250 500 250 250 250 500 250 250 1024 1024 2048 68.55 73.224 10.8087
250 250 250 500 250 250 500 250 250 1024 1024 2048 67.7422 83.382 10.6556
250 250 250 250 500 250 500 250 250 1024 1024 2048 67.7422 93.149 10.8132
250 250 250 250 250 500 500 250 250 1024 1024 2048 67.7422 80.594 10.8041
500 250 250 250 250 250 250 500 250 1024 1024 2048 68.5739 72.269 11.2614
250 500 250 250 250 250 250 500 250 1024 1024 2048 68.55 88.459 11.2648
250 250 500 250 250 250 250 500 250 1024 1024 2048 67.7422 66.359 11.218
250 250 250 500 250 250 250 500 250 1024 1024 2048 67.7422 77.111 10.7962
250 250 250 250 500 250 250 500 250 1024 1024 2048 67.7422 72.667 11.2492
250 250 250 250 250 500 250 500 250 1024 1024 2048 68.5739 57.569 11.2308
250 250 250 250 250 250 500 500 250 1024 1024 2048 67.7422 76.932 11.047
500 250 250 250 250 250 250 250 500 1024 1024 2048 67.7422 74.055 11.2656
250 500 250 250 250 250 250 250 500 1024 1024 2048 67.7422 57.004 11.2571
250 250 500 250 250 250 250 250 500 1024 1024 2048 67.7422 74.278 10.8107
250 250 250 500 250 250 250 250 500 1024 1024 2048 67.7422 65.761 10.5457
250 250 250 250 500 250 250 250 500 1024 1024 2048 67.7422 76.994 10.8125
250 250 250 250 250 500 250 250 500 1024 1024 2048 67.7422 83.884 10.8074
250 250 250 250 250 250 500 250 500 1024 1024 2048 67.7422 58.512 10.8041
250 250 250 250 250 250 250 500 500 1024 1024 2048 67.7422 76.296 11.2253
*** 250 500 250 250 250 250 500 250 250 2048 1024 1024 67.7422 70.084 11.471
###   Execution slack permutation (750):
500 500 250 250 250 250 500 250 250 2048 1024 1024 70.6312 103.966 11.89
250 500 500 250 250 250 500 250 250 2048 1024 1024 70.6312 69.075 11.8951
250 500 250 500 250 250 500 250 250 2048 1024 1024 70.6312 66.166 11.5441
250 500 250 250 500 250 500 250 250 2048 1024 1024 70.6312 58.674 11.9672
250 500 250 250 250 500 500 250 250 2048 1024 1024 70.4847 64.777 11.8537
250 500 250 250 250 250 500 500 250 2048 1024 1024 70.6312 70.47 11.9061
250 500 250 250 250 250 500 250 500 2048 1024 1024 70.6312 76.888 12.0075
*** 250 500 250 250 250 250 500 250 500 2048 1024 1024 70.6312 76.888 12.0075
###   Storage slack permutation (2048):
250 500 250 250 250 250 500 250 250 2048 2048 1024 80.0595 67.6915 11.4498
250 500 250 250 250 250 500 250 250 2048 1024 2048 80.0595 65.6775 11.471
*** 250 500 250 250 250 250 500 250 250 2048 1024 2048 80.0595 65.6775 11.471
###   Execution slack allocation selected
###   Execution slack permutation (1000):
500 500 250 250 250 250 500 250 500 2048 1024 1024 71.9124 54.669 12.2633
250 500 500 250 250 250 500 250 500 2048 1024 1024 71.9124 66.471 12.3089
250 500 250 500 250 250 500 250 500 2048 1024 1024 71.9124 50.709 11.7753
250 500 250 250 500 250 500 250 500 2048 1024 1024 71.9124 67.226 12.3521
250 500 250 250 250 500 500 250 500 2048 1024 1024 71.9124 48.336 12.2432
250 500 250 250 250 250 500 500 500 2048 1024 1024 71.9124 58.446 12.3038
*** 250 500 250 250 500 250 500 250 500 2048 1024 1024 71.9124 67.226 12.3521
###   Storage slack permutation (2048):
250 500 250 250 250 250 500 250 500 2048 2048 1024 82.7569 52.0385 12.2056
250 500 250 250 250 250 500 250 500 2048 1024 2048 82.7569 60.4285 12.2056
*** 250 500 250 250 250 250 500 250 500 2048 2048 1024 82.7569 52.0385 12.2056
###   Execution slack allocation selected
###   Execution slack permutation (1250):
500 500 250 250 500 250 500 250 500 2048 1024 1024 72.78 46.309 12.5425
250 500 500 250 500 250 500 250 500 2048 1024 1024 73.8605 59.185 12.5441
250 500 250 500 500 250 500 250 500 2048 1024 1024 74.0237 106.242 11.9008
250 500 250 250 500 500 500 250 500 2048 1024 1024 72.78 56.249 12.4559
250 500 250 250 500 250 500 500 500 2048 1024 1024 72.78 63.247 12.5493
*** 250 500 250 250 500 250 500 500 500 2048 1024 1024 72.78 63.247 12.5493
###   Storage slack permutation (2048):
250 500 250 250 500 250 500 250 500 2048 2048 1024 83.5089 48.4495 12.5806
250 500 250 250 500 250 500 250 500 2048 1024 2048 83.5089 73.9805 12.5073
*** 250 500 250 250 500 250 500 250 500 2048 2048 1024 83.5089 48.4495 12.5806
###   Execution slack allocation selected
###   Execution slack permutation (1500):
500 500 250 250 500 250 500 500 500 2048 1024 1024 74.7544 52.74 12.9219
250 500 500 250 500 250 500 500 500 2048 1024 1024 74.7544 85.821 12.9402
250 500 250 500 500 250 500 500 500 2048 1024 1024 74.7544 46.734 12.2496
250 500 250 250 500 500 500 500 500 2048 1024 1024 75.0556 85.645 12.9038
*** 250 500 500 250 500 250 500 500 500 2048 1024 1024 74.7544 85.821 12.9402
###   Storage slack permutation (2048):
250 500 250 250 500 250 500 500 500 2048 2048 1024 84.9067 63.6065 12.948
250 500 250 250 500 250 500 500 500 2048 1024 2048 84.2704 121.159 12.942
*** 250 500 250 250 500 250 500 500 500 2048 2048 1024 84.9067 63.6065 12.948
###   Execution slack allocation selected
###   Execution slack permutation (1750):
500 500 500 250 500 250 500 500 500 2048 1024 1024 76.063 66.369 13.0457
250 500 500 500 500 250 500 500 500 2048 1024 1024 76.063 71.312 12.126
250 500 500 250 500 500 500 500 500 2048 1024 1024 76.063 68.983 13.0745
*** 250 500 500 250 500 500 500 500 500 2048 1024 1024 76.063 68.983 13.0745
###   Storage slack permutation (2048):
250 500 500 250 500 250 500 500 500 2048 2048 1024 85.5377 51.4265 13.3803
250 500 500 250 500 250 500 500 500 2048 1024 2048 85.5377 91.4405 13.4219
*** 250 500 500 250 500 250 500 500 500 2048 1024 2048 85.5377 91.4405 13.4219
###   Execution slack allocation selected
###   Execution slack permutation (2000):
500 500 500 250 500 500 500 500 500 2048 1024 1024 78.3856 80.16 13.3371
250 500 500 500 500 500 500 500 500 2048 1024 1024 78.3856 83.675 12.197
*** 500 500 500 250 500 500 500 500 500 2048 1024 1024 78.3856 80.16 13.3371
###   Storage slack permutation (2048):
250 500 500 250 500 500 500 500 500 2048 2048 1024 87.6507 88.3935 13.6272
250 500 500 250 500 500 500 500 500 2048 1024 2048 87.7878 65.2205 13.6272
*** 250 500 500 250 500 500 500 500 500 2048 2048 1024 87.6507 88.3935 13.6272
###   Execution slack allocation selected
###   Execution slack permutation (2250):
500 500 500 500 500 500 500 500 500 2048 1024 1024 78.3856 76.044 13.1704
*** 500 500 500 500 500 500 500 500 500 2048 1024 1024 78.3856 76.044 13.1704
###   Storage slack permutation (2048):
500 500 500 250 500 500 500 500 500 2048 2048 1024 88.1502 104.912 13.9175
500 500 500 250 500 500 500 500 500 2048 1024 2048 88.1502 102.188 13.9175
*** 500 500 500 250 500 500 500 500 500 2048 2048 1024 88.1502 104.912 13.9175
###   Storage slack allocation selected
###   Execution slack permutation (2250):
500 500 500 500 500 500 500 500 500 2048 2048 1024 91.3018 132.646 13.7673
*** 500 500 500 500 500 500 500 500 500 2048 2048 1024 91.3018 132.646 13.7673
###   Storage slack permutation (3072):
500 500 500 250 500 500 500 500 500 2048 2048 2048 100.393 76.819 13.9175
*** 500 500 500 250 500 500 500 500 500 2048 2048 2048 100.393 76.819 13.9175
###   Storage slack allocation selected
### Total number of designs evaluated: 275
